State Name, Quality Parameter
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Arsenic
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, KUCHUBARI
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Salinity
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ANDHRA PRADESH, Fluoride
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ARUNACHAL PRADESH, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Arsenic
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
ASSAM, Iron
